,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
265,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,2,5,4,9,0,0,246007765.29069096,168671857.5998987,485000000.0,0.0,0.23993627510909693
266,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,1,3,0,7,0,0,4,3,0,5,4,0,9,4,0,0.0,324643530.51570374,552300000.0,0.0,0.0
267,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,0,3,1,0,6,4,0,8,0,0,43159125.427091986,192876479.59150776,388400000.0,0.0,0.04970672632140488
268,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,5,0,0,2,5,1,7,0,0,160999794.6133789,148001680.30983275,146000000.0,6690.627726438418,0.02217116273053356
269,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,7,5,7,0,0,626024151.0707097,137235245.2522979,363800000.0,0.0,0.5706652511756184
270,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,3,0,7,0,0,4,0,0,2,1,7,7,0,0,67039952.00590108,216070261.4056007,267200000.0,3052.197890835806,0.011486016597170995
271,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,3,2,7,0,0,807062341.7852871,117649541.77006248,115300000.0,48794.896327801805,0.09021590642294051
272,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,4,2,4,0,7,0,0,160992605.0399683,223070618.73449218,61400000.0,0.0,0.16205465012099268
273,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,2,2,1,2,1,3,6,0,0,150685369.69543403,180654397.3766913,490900000.0,0.0,0.14791643980224523
274,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,7,0,0,4,0,0,5,7,3,7,0,0,21991866.720319137,217198068.38536736,606200000.0,0.0,0.028964895383466086
275,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,7,0,0,7,0,6,1,0,0,7,0,0,21308890.732208863,240067390.19781968,242400000.0,670.5309470450662,0.007577038632447094
276,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,0,0,2,3,2,7,0,0,625095913.880034,140329881.31759587,146000000.0,18580.030100568903,0.20236440535695388
277,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,0,4,0,0,5,0,2,5,3,0,28346716.806448646,192041594.80824474,473000000.0,0.0,0.04250895405185226
278,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,3,3,0,6,1,2,7,1,0,88803294.71722575,262437719.1023375,115300000.0,0.0,0.12759512920786276
279,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,5,0,0,4,0,0,7,1,0,1,5,4,7,0,0,59160183.684851326,241056539.55088168,236500000.0,2818.827528985126,0.008855072842723542
